network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,protocol_type_TCP,protocol_type_UDP,encryption_used_DES,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
0.4968991118754836,-0.016345922119364028,-0.3811250382488641,1.5549300182169943,-0.500779475267592,-0.41998901581553155,True,False,True,True,False,False,False
-0.14332201048794352,-0.5257938281728742,0.9729596374141649,-0.16802943390254468,-1.4679592759211006,-0.41998901581553155,True,False,True,False,True,False,False
0.6481324478668443,-0.5257938281728742,-0.912503239856203,2.3019501029733784,0.4664003253859165,-0.41998901581553155,True,False,True,False,False,False,False
1.5303269078164485,-0.016345922119364028,-0.24347345618520785,-1.1744427032746563,-1.4679592759211006,-0.41998901581553155,False,True,True,False,False,False,True
-0.239103123282472,0.49310198393414617,-0.3308304748533746,-1.5604844983439332,-0.500779475267592,-0.41998901581553155,True,False,False,False,True,False,False
-0.239103123282472,0.49310198393414617,-0.5241752718096403,0.514478377485456,0.4664003253859165,2.38101465120036,False,True,False,False,False,False,False
1.585779131013281,-0.016345922119364028,-0.08218257231027992,0.46529313475372386,-0.500779475267592,-0.41998901581553155,False,False,False,False,False,False,False
0.7691191166599329,-0.5257938281728742,-0.991896570621985,-1.3186457122049597,1.4335801260394252,2.38101465120036,True,False,True,False,False,False,False
-0.4760353496689372,-1.0352417342263844,-0.31809332800940165,-0.20747998573536686,-1.4679592759211006,2.38101465120036,True,False,False,False,False,False,False
0.5422691126728918,1.0025498899876564,-0.3315892383039174,0.5236827807798282,-0.500779475267592,-0.41998901581553155,False,True,False,False,False,False,False
-0.4709942384692251,1.0025498899876564,-0.2695718877019174,-1.1765505441057704,1.4335801260394252,-0.41998901581553155,False,True,True,False,True,False,False
-0.4760353496689372,2.5308936081481868,-0.7650070075474903,0.04726240483217173,-0.500779475267592,-0.41998901581553155,False,True,True,True,False,False,False
0.23980244069017034,-1.0352417342263844,-0.7712436009135261,0.4264972471203197,0.4664003253859165,2.38101465120036,True,False,False,False,False,True,False
-1.9329164863857122,-0.016345922119364028,0.051802509870887345,0.8012499034667137,0.4664003253859165,-0.41998901581553155,True,False,True,False,False,False,True
-1.7413542607966552,-0.5257938281728742,-0.9089360148487334,0.11930971272074006,1.4335801260394252,-0.41998901581553155,True,False,False,False,False,False,False
-0.5718164624634656,1.0025498899876564,-0.6364870720330092,-0.431379211727648,1.4335801260394252,-0.41998901581553155,False,False,True,False,False,False,False
-1.025516470437548,2.0214457020946766,0.7993057197210625,0.07918892741444335,1.4335801260394252,-0.41998901581553155,True,False,False,False,True,False,False
0.3103779974861387,-1.5446896402798946,-0.8964874264679791,-1.0984572104340868,0.4664003253859165,-0.41998901581553155,False,True,False,False,True,False,False
-0.9196531352435953,0.49310198393414617,-0.3658610611938103,0.3549981690947283,-0.500779475267592,-0.41998901581553155,True,False,False,False,False,False,True
-1.4288053664145097,-1.0352417342263844,0.11553728155853069,-0.11980229297058125,-1.4679592759211006,-0.41998901581553155,False,False,True,False,False,False,False
1.4748746846196163,-0.5257938281728742,-0.8525617022942277,0.21441325758901178,0.4664003253859165,-0.41998901581553155,True,False,False,False,True,False,False
-0.23406201208275998,-1.5446896402798946,-0.62685557823229,0.24009512110679135,-0.500779475267592,-0.41998901581553155,True,False,False,False,False,False,False
0.06336354870024948,-0.5257938281728742,-0.17573534198156823,0.9352355150927713,-0.500779475267592,-0.41998901581553155,True,False,False,False,True,False,False
-1.4388875888139339,2.0214457020946766,-0.6047743415322872,0.7372359879546304,0.4664003253859165,-0.41998901581553155,True,False,False,False,False,False,False
-0.5516520176646175,0.49310198393414617,-0.889456288032556,1.1565857662324333,0.4664003253859165,-0.41998901581553155,True,False,False,False,True,False,False
0.10873354949765769,-0.016345922119364028,-0.7388881114217336,-1.261189903485323,1.4335801260394252,-0.41998901581553155,True,False,False,False,True,False,False
-1.1666675840294845,2.5308936081481868,-0.8900531357636803,0.9904938901168779,-1.4679592759211006,-0.41998901581553155,True,False,False,False,False,False,False
0.375912443082395,-0.5257938281728742,3.170268886504603,0.5031066672147801,-1.4679592759211006,-0.41998901581553155,True,False,True,False,False,False,False
-0.6121453520611618,-1.0352417342263844,-0.734582709785474,2.5680916188516147,0.4664003253859165,-0.41998901581553155,False,True,False,False,False,False,False
-0.29959645767901627,1.5119977960411666,-0.23875301387964024,0.02649412961826534,-1.4679592759211006,-0.41998901581553155,True,False,False,False,True,False,False
-0.6121453520611618,-1.5446896402798946,-0.43879683201158937,-1.3092169467955612,-1.4679592759211006,-0.41998901581553155,True,False,True,False,False,False,False
1.8630402469974423,-1.0352417342263844,-0.15063042972429774,-0.3344394489072428,-0.500779475267592,-0.41998901581553155,False,True,True,False,False,False,False
-0.017294230495142917,-1.5446896402798946,-0.3067643647671106,-1.6718752325584707,-0.500779475267592,2.38101465120036,True,False,False,False,False,False,False
-1.070886471234956,-1.0352417342263844,0.31322308035075963,-1.2478076144270973,1.4335801260394252,-0.41998901581553155,False,False,False,False,False,False,False
0.8245713398567652,1.0025498899876564,1.0911330690318999,0.33983016515350895,0.4664003253859165,2.38101465120036,True,False,False,False,False,False,False
-1.237243140825453,-1.0352417342263844,-0.6662676124147685,1.0498550316877024,-0.500779475267592,2.38101465120036,True,False,False,False,False,False,False
0.20451466229218618,0.49310198393414617,-0.8015802273810553,-1.0914206650421245,0.4664003253859165,-0.41998901581553155,True,False,False,False,False,False,False
-1.9782864871831205,1.5119977960411666,3.219965036720225,-1.4214311618014834,0.4664003253859165,-0.41998901581553155,True,False,False,False,True,False,False
-1.3431064760194054,0.49310198393414617,1.0369995929145077,1.7755495039719806,2.400759926692934,-0.41998901581553155,True,False,True,False,True,False,False
0.19443243989276213,-0.016345922119364028,-0.5477334539740596,-0.12727099609699594,-1.4679592759211006,-0.41998901581553155,True,False,True,False,False,False,False
0.7388724494616608,-1.0352417342263844,1.282445901540302,-0.18149101116446242,-0.500779475267592,-0.41998901581553155,True,False,False,False,False,False,False
0.16922688389420198,-0.016345922119364028,0.12143417782054139,-1.6627714112873664,1.4335801260394252,-0.41998901581553155,True,False,False,False,False,False,False
-0.12315756568909543,-0.016345922119364028,-0.4228338984560214,0.3729926614768148,0.4664003253859165,-0.41998901581553155,True,False,True,True,False,False,False
-0.30967868007844035,0.49310198393414617,1.0944067920599232,-0.4855620625891761,0.4664003253859165,-0.41998901581553155,True,False,False,False,False,False,False
-1.494339812010766,-0.016345922119364028,0.13616327669798547,0.033771455942554374,-0.500779475267592,-0.41998901581553155,True,False,True,False,False,False,False
