network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,protocol_type_TCP,protocol_type_UDP,encryption_used_DES,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown,anomaly,is_suspicious
0.4968991118754836,-0.016345922119364,-0.3811250382488641,1.5549300182169945,-0.500779475267592,-0.4199890158155315,True,False,True,True,False,False,False,1,False
-0.1433220104879435,-0.5257938281728742,0.9729596374141648,-0.1680294339025446,-1.4679592759211006,-0.4199890158155315,True,False,True,False,True,False,False,1,False
0.6481324478668443,-0.5257938281728742,-0.912503239856203,2.3019501029733784,0.4664003253859165,-0.4199890158155315,True,False,True,False,False,False,False,1,False
1.5303269078164483,-0.016345922119364,-0.2434734561852078,-1.1744427032746565,-1.4679592759211006,-0.4199890158155315,False,True,True,False,False,False,True,1,False
-0.239103123282472,0.4931019839341461,-0.3308304748533746,-1.5604844983439332,-0.500779475267592,-0.4199890158155315,True,False,False,False,True,False,False,1,False
-0.239103123282472,0.4931019839341461,-0.5241752718096403,0.514478377485456,0.4664003253859165,2.38101465120036,False,True,False,False,False,False,False,1,False
1.585779131013281,-0.016345922119364,-0.0821825723102799,0.4652931347537238,-0.500779475267592,-0.4199890158155315,False,False,False,False,False,False,False,1,False
0.7691191166599329,-0.5257938281728742,-0.991896570621985,-1.3186457122049595,1.4335801260394252,2.38101465120036,True,False,True,False,False,False,False,1,False
-0.4760353496689372,-1.0352417342263844,-0.3180933280094016,-0.2074799857353668,-1.4679592759211006,2.38101465120036,True,False,False,False,False,False,False,1,False
0.5422691126728918,1.0025498899876564,-0.3315892383039174,0.5236827807798282,-0.500779475267592,-0.4199890158155315,False,True,False,False,False,False,False,1,False
-0.4709942384692251,1.0025498899876564,-0.2695718877019174,-1.1765505441057704,1.4335801260394252,-0.4199890158155315,False,True,True,False,True,False,False,1,False
-0.4760353496689372,2.5308936081481868,-0.7650070075474903,0.0472624048321717,-0.500779475267592,-0.4199890158155315,False,True,True,True,False,False,False,1,False
0.2398024406901703,-1.0352417342263844,-0.7712436009135261,0.4264972471203197,0.4664003253859165,2.38101465120036,True,False,False,False,False,True,False,1,False
-1.932916486385712,-0.016345922119364,0.0518025098708873,0.8012499034667137,0.4664003253859165,-0.4199890158155315,True,False,True,False,False,False,True,1,False
-1.7413542607966552,-0.5257938281728742,-0.9089360148487334,0.11930971272074,1.4335801260394252,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-0.5718164624634656,1.0025498899876564,-0.6364870720330092,-0.431379211727648,1.4335801260394252,-0.4199890158155315,False,False,True,False,False,False,False,1,False
-1.025516470437548,2.021445702094677,0.7993057197210625,0.0791889274144433,1.4335801260394252,-0.4199890158155315,True,False,False,False,True,False,False,1,False
0.3103779974861387,-1.5446896402798946,-0.8964874264679791,-1.0984572104340868,0.4664003253859165,-0.4199890158155315,False,True,False,False,True,False,False,1,False
-0.9196531352435952,0.4931019839341461,-0.3658610611938103,0.3549981690947283,-0.500779475267592,-0.4199890158155315,True,False,False,False,False,False,True,1,False
-1.4288053664145095,-1.0352417342263844,0.1155372815585306,-0.1198022929705812,-1.4679592759211006,-0.4199890158155315,False,False,True,False,False,False,False,1,False
1.4748746846196163,-0.5257938281728742,-0.8525617022942277,0.2144132575890117,0.4664003253859165,-0.4199890158155315,True,False,False,False,True,False,False,1,False
-0.2340620120827599,-1.5446896402798946,-0.62685557823229,0.2400951211067913,-0.500779475267592,-0.4199890158155315,True,False,False,False,False,False,False,1,False
0.0633635487002494,-0.5257938281728742,-0.1757353419815682,0.9352355150927713,-0.500779475267592,-0.4199890158155315,True,False,False,False,True,False,False,1,False
-1.438887588813934,2.021445702094677,-0.6047743415322872,0.7372359879546304,0.4664003253859165,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-0.5516520176646175,0.4931019839341461,-0.889456288032556,1.1565857662324333,0.4664003253859165,-0.4199890158155315,True,False,False,False,True,False,False,1,False
0.1087335494976576,-0.016345922119364,-0.7388881114217336,-1.261189903485323,1.4335801260394252,-0.4199890158155315,True,False,False,False,True,False,False,1,False
-1.1666675840294845,2.5308936081481868,-0.8900531357636803,0.990493890116878,-1.4679592759211006,-0.4199890158155315,True,False,False,False,False,False,False,1,False
0.375912443082395,-0.5257938281728742,3.170268886504603,0.5031066672147801,-1.4679592759211006,-0.4199890158155315,True,False,True,False,False,False,False,1,False
-0.6121453520611618,-1.0352417342263844,-0.734582709785474,2.5680916188516147,0.4664003253859165,-0.4199890158155315,False,True,False,False,False,False,False,1,False
-0.2995964576790162,1.5119977960411666,-0.2387530138796402,0.0264941296182653,-1.4679592759211006,-0.4199890158155315,True,False,False,False,True,False,False,1,False
-0.6121453520611618,-1.5446896402798946,-0.4387968320115893,-1.3092169467955612,-1.4679592759211006,-0.4199890158155315,True,False,True,False,False,False,False,1,False
1.8630402469974423,-1.0352417342263844,-0.1506304297242977,-0.3344394489072428,-0.500779475267592,-0.4199890158155315,False,True,True,False,False,False,False,1,False
-0.0172942304951429,-1.5446896402798946,-0.3067643647671106,-1.6718752325584707,-0.500779475267592,2.38101465120036,True,False,False,False,False,False,False,1,False
-1.070886471234956,-1.0352417342263844,0.3132230803507596,-1.247807614427097,1.4335801260394252,-0.4199890158155315,False,False,False,False,False,False,False,1,False
0.8245713398567652,1.0025498899876564,1.0911330690319,0.3398301651535089,0.4664003253859165,2.38101465120036,True,False,False,False,False,False,False,1,False
-1.237243140825453,-1.0352417342263844,-0.6662676124147685,1.0498550316877024,-0.500779475267592,2.38101465120036,True,False,False,False,False,False,False,1,False
0.2045146622921861,0.4931019839341461,-0.8015802273810553,-1.0914206650421243,0.4664003253859165,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-1.9782864871831205,1.5119977960411666,3.219965036720225,-1.4214311618014834,0.4664003253859165,-0.4199890158155315,True,False,False,False,True,False,False,1,False
-1.3431064760194054,0.4931019839341461,1.0369995929145075,1.7755495039719806,2.400759926692934,-0.4199890158155315,True,False,True,False,True,False,False,1,False
0.1944324398927621,-0.016345922119364,-0.5477334539740596,-0.1272709960969959,-1.4679592759211006,-0.4199890158155315,True,False,True,False,False,False,False,1,False
0.7388724494616608,-1.0352417342263844,1.282445901540302,-0.1814910111644624,-0.500779475267592,-0.4199890158155315,True,False,False,False,False,False,False,1,False
0.1692268838942019,-0.016345922119364,0.1214341778205413,-1.6627714112873664,1.4335801260394252,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-0.1231575656890954,-0.016345922119364,-0.4228338984560214,0.3729926614768148,0.4664003253859165,-0.4199890158155315,True,False,True,True,False,False,False,1,False
-0.3096786800784403,0.4931019839341461,1.0944067920599232,-0.4855620625891761,0.4664003253859165,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-1.494339812010766,-0.016345922119364,0.1361632766979854,0.0337714559425543,-0.500779475267592,-0.4199890158155315,True,False,True,False,False,False,False,1,False
-0.7280909096545384,-1.0352417342263844,0.773397753190621,1.9283589152329208,-0.500779475267592,-0.4199890158155315,True,False,True,False,False,False,False,1,False
-0.4709942384692251,1.5119977960411666,-0.4577736476317461,-1.4086725354835203,1.4335801260394252,2.38101465120036,True,False,True,True,False,False,False,1,False
1.0615035662432304,0.4931019839341461,0.6225956631360887,-0.6993035301411552,0.4664003253859165,-0.4199890158155315,True,False,False,True,False,False,False,1,False
0.3406246646844108,1.0025498899876564,-0.5429109884805204,1.145991963539034,0.4664003253859165,-0.4199890158155315,True,False,False,False,False,False,True,1,False
-1.7816831503943515,-1.5446896402798946,0.3431752703287375,-0.3836262535568755,-0.500779475267592,-0.4199890158155315,True,False,False,True,False,False,False,1,False
0.3204602198855627,-1.0352417342263844,-0.4262454572152656,-0.6301069729079185,-0.500779475267592,2.38101465120036,True,False,False,True,False,False,False,1,False
-0.3953775704735447,0.4931019839341461,-0.4794907199539382,0.7619209514142591,-0.500779475267592,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-0.6877620200568422,0.4931019839341461,0.6121263252538608,3.045149543780154,0.4664003253859165,-0.4199890158155315,True,False,False,False,True,False,False,1,False
0.6128446694688602,1.0025498899876564,-0.8720535040121167,-0.0081789575033903,-0.500779475267592,2.38101465120036,True,False,False,False,True,False,False,1,False
1.0362980102446702,-0.016345922119364,1.6712272841010007,0.7592798661408268,0.4664003253859165,2.38101465120036,True,False,True,True,False,False,False,1,False
0.9354757862504296,-0.5257938281728742,-0.2850744103177647,1.593454280001885,-0.500779475267592,-0.4199890158155315,True,False,True,False,True,False,False,1,False
-0.849077578447627,-1.0352417342263844,0.0202148325050543,-0.8866988539393779,0.4664003253859165,-0.4199890158155315,True,False,False,False,False,False,False,1,False
-0.3147197912781523,-0.016345922119364,-0.4793763323860681,-0.6440492683922006,-0.500779475267592,-0.4199890158155315,True,False,True,False,False,False,False,1,False
0.3305424422849868,0.4931019839341461,0.0479812410896119,1.5325335294509206,-0.500779475267592,-0.4199890158155315,False,True,True,False,True,False,False,1,False
0.980845787047838,-1.5446896402798946,0.2506544763783179,-0.4059448075799133,0.4664003253859165,-0.4199890158155315,False,True,False,True,False,False,False,1,False
-0.4861175720683612,2.5308936081481868,1.0554298860662976,-0.5399606910300195,0.4664003253859165,-0.4199890158155315,True,False,True,False,False,False,False,1,False
